Date,Open,High,Low,Close,Adj Close,Volume,"('Adj Close', 'GOOGL')","('Close', 'GOOGL')","('High', 'GOOGL')","('Low', 'GOOGL')","('Open', 'GOOGL')","('Volume', 'GOOGL')","('Adj Close', 'GOOGL').1","('Close', 'GOOGL').1","('High', 'GOOGL').1","('Low', 'GOOGL').1","('Open', 'GOOGL').1","('Volume', 'GOOGL').1","('Adj Close', 'GOOGL').2","('Close', 'GOOGL').2","('High', 'GOOGL').2","('Low', 'GOOGL').2","('Open', 'GOOGL').2","('Volume', 'GOOGL').2","('Adj Close', 'GOOGL').3","('Close', 'GOOGL').3","('High', 'GOOGL').3","('Low', 'GOOGL').3","('Open', 'GOOGL').3","('Volume', 'GOOGL').3","('Adj Close', 'GOOGL').4","('Close', 'GOOGL').4","('High', 'GOOGL').4","('Low', 'GOOGL').4","('Open', 'GOOGL').4","('Volume', 'GOOGL').4","('Adj Close', 'GOOGL').5","('Close', 'GOOGL').5","('High', 'GOOGL').5","('Low', 'GOOGL').5","('Open', 'GOOGL').5","('Volume', 'GOOGL').5","('Adj Close', 'GOOGL').6","('Close', 'GOOGL').6","('High', 'GOOGL').6","('Low', 'GOOGL').6","('Open', 'GOOGL').6","('Volume', 'GOOGL').6","('Adj Close', 'GOOGL').7","('Close', 'GOOGL').7","('High', 'GOOGL').7","('Low', 'GOOGL').7","('Open', 'GOOGL').7","('Volume', 'GOOGL').7","('Adj Close', 'GOOGL').8","('Close', 'GOOGL').8","('High', 'GOOGL').8","('Low', 'GOOGL').8","('Open', 'GOOGL').8","('Volume', 'GOOGL').8","('Adj Close', 'GOOGL').9","('Close', 'GOOGL').9","('High', 'GOOGL').9","('Low', 'GOOGL').9","('Open', 'GOOGL').9","('Volume', 'GOOGL').9","('Adj Close', 'GOOGL').10","('Close', 'GOOGL').10","('High', 'GOOGL').10","('Low', 'GOOGL').10","('Open', 'GOOGL').10","('Volume', 'GOOGL').10","('Adj Close', 'GOOGL').11","('Close', 'GOOGL').11","('High', 'GOOGL').11","('Low', 'GOOGL').11","('Open', 'GOOGL').11","('Volume', 'GOOGL').11","('Adj Close', 'GOOGL').12","('Close', 'GOOGL').12","('High', 'GOOGL').12","('Low', 'GOOGL').12","('Open', 'GOOGL').12","('Volume', 'GOOGL').12","('Adj Close', 'GOOGL').13","('Close', 'GOOGL').13","('High', 'GOOGL').13","('Low', 'GOOGL').13","('Open', 'GOOGL').13","('Volume', 'GOOGL').13","('Adj Close', 'GOOGL').14","('Close', 'GOOGL').14","('High', 'GOOGL').14","('Low', 'GOOGL').14","('Open', 'GOOGL').14","('Volume', 'GOOGL').14","('Adj Close', 'GOOGL').15","('Close', 'GOOGL').15","('High', 'GOOGL').15","('Low', 'GOOGL').15","('Open', 'GOOGL').15","('Volume', 'GOOGL').15","('Adj Close', 'GOOGL').16","('Close', 'GOOGL').16","('High', 'GOOGL').16","('Low', 'GOOGL').16","('Open', 'GOOGL').16","('Volume', 'GOOGL').16","('Adj Close', 'GOOGL').17","('Close', 'GOOGL').17","('High', 'GOOGL').17","('Low', 'GOOGL').17","('Open', 'GOOGL').17","('Volume', 'GOOGL').17","('Adj Close', 'GOOGL').18","('Close', 'GOOGL').18","('High', 'GOOGL').18","('Low', 'GOOGL').18","('Open', 'GOOGL').18","('Volume', 'GOOGL').18","('Adj Close', 'GOOGL').19","('Close', 'GOOGL').19","('High', 'GOOGL').19","('Low', 'GOOGL').19","('Open', 'GOOGL').19","('Volume', 'GOOGL').19","('Adj Close', 'GOOGL').20","('Close', 'GOOGL').20","('High', 'GOOGL').20","('Low', 'GOOGL').20","('Open', 'GOOGL').20","('Volume', 'GOOGL').20","('Adj Close', 'GOOGL').21","('Close', 'GOOGL').21","('High', 'GOOGL').21","('Low', 'GOOGL').21","('Open', 'GOOGL').21","('Volume', 'GOOGL').21","('Adj Close', 'GOOGL').22","('Close', 'GOOGL').22","('High', 'GOOGL').22","('Low', 'GOOGL').22","('Open', 'GOOGL').22","('Volume', 'GOOGL').22","('Adj Close', 'GOOGL').23","('Close', 'GOOGL').23","('High', 'GOOGL').23","('Low', 'GOOGL').23","('Open', 'GOOGL').23","('Volume', 'GOOGL').23","('Adj Close', 'GOOGL')","('Close', 'GOOGL')","('High', 'GOOGL')","('Low', 'GOOGL')","('Open', 'GOOGL')","('Volume', 'GOOGL')"
2023-07-03,119.23999786376952,120.19000244140624,118.81999969482422,119.9000015258789,119.60384368896484,14467900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,119.23999786376952,122.61000061035156,119.2300033569336,121.75,121.44927215576172,27584800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06,119.8000030517578,120.3000030517578,118.4000015258789,120.11000061035156,119.81332397460938,24745200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,120.0999984741211,121.0500030517578,119.4000015258789,119.4800033569336,119.18488311767578,21692600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-10,118.3000030517578,118.30999755859376,116.13999938964844,116.4499969482422,116.162353515625,35315200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-11,116.29000091552734,117.70999908447266,115.3499984741211,117.13999938964844,116.85066223144533,23078800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-12,118.8000030517578,120.33000183105467,118.41000366210938,118.93000030517578,118.63623809814452,30404400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13,120.93000030517578,124.83000183105467,120.4499969482422,124.54000091552734,124.23238372802734,44297900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14,124.8000030517578,126.77999877929688,123.48999786376952,125.41999816894533,125.1102066040039,33266800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-17,125.94000244140624,127.0999984741211,124.1999969482422,124.6500015258789,124.34210968017578,25716200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
