Date,Open,High,Low,Close,Adj Close,Volume,"('Adj Close', 'BZ=F')","('Close', 'BZ=F')","('High', 'BZ=F')","('Low', 'BZ=F')","('Open', 'BZ=F')","('Volume', 'BZ=F')","('Adj Close', 'BZ=F').1","('Close', 'BZ=F').1","('High', 'BZ=F').1","('Low', 'BZ=F').1","('Open', 'BZ=F').1","('Volume', 'BZ=F').1","('Adj Close', 'BZ=F').2","('Close', 'BZ=F').2","('High', 'BZ=F').2","('Low', 'BZ=F').2","('Open', 'BZ=F').2","('Volume', 'BZ=F').2","('Adj Close', 'BZ=F').3","('Close', 'BZ=F').3","('High', 'BZ=F').3","('Low', 'BZ=F').3","('Open', 'BZ=F').3","('Volume', 'BZ=F').3","('Adj Close', 'BZ=F').4","('Close', 'BZ=F').4","('High', 'BZ=F').4","('Low', 'BZ=F').4","('Open', 'BZ=F').4","('Volume', 'BZ=F').4","('Adj Close', 'BZ=F').5","('Close', 'BZ=F').5","('High', 'BZ=F').5","('Low', 'BZ=F').5","('Open', 'BZ=F').5","('Volume', 'BZ=F').5","('Adj Close', 'BZ=F').6","('Close', 'BZ=F').6","('High', 'BZ=F').6","('Low', 'BZ=F').6","('Open', 'BZ=F').6","('Volume', 'BZ=F').6","('Adj Close', 'BZ=F').7","('Close', 'BZ=F').7","('High', 'BZ=F').7","('Low', 'BZ=F').7","('Open', 'BZ=F').7","('Volume', 'BZ=F').7","('Adj Close', 'BZ=F').8","('Close', 'BZ=F').8","('High', 'BZ=F').8","('Low', 'BZ=F').8","('Open', 'BZ=F').8","('Volume', 'BZ=F').8","('Adj Close', 'BZ=F').9","('Close', 'BZ=F').9","('High', 'BZ=F').9","('Low', 'BZ=F').9","('Open', 'BZ=F').9","('Volume', 'BZ=F').9","('Adj Close', 'BZ=F').10","('Close', 'BZ=F').10","('High', 'BZ=F').10","('Low', 'BZ=F').10","('Open', 'BZ=F').10","('Volume', 'BZ=F').10","('Adj Close', 'BZ=F').11","('Close', 'BZ=F').11","('High', 'BZ=F').11","('Low', 'BZ=F').11","('Open', 'BZ=F').11","('Volume', 'BZ=F').11","('Adj Close', 'BZ=F').12","('Close', 'BZ=F').12","('High', 'BZ=F').12","('Low', 'BZ=F').12","('Open', 'BZ=F').12","('Volume', 'BZ=F').12","('Adj Close', 'BZ=F').13","('Close', 'BZ=F').13","('High', 'BZ=F').13","('Low', 'BZ=F').13","('Open', 'BZ=F').13","('Volume', 'BZ=F').13","('Adj Close', 'BZ=F').14","('Close', 'BZ=F').14","('High', 'BZ=F').14","('Low', 'BZ=F').14","('Open', 'BZ=F').14","('Volume', 'BZ=F').14","('Adj Close', 'BZ=F').15","('Close', 'BZ=F').15","('High', 'BZ=F').15","('Low', 'BZ=F').15","('Open', 'BZ=F').15","('Volume', 'BZ=F').15","('Adj Close', 'BZ=F').16","('Close', 'BZ=F').16","('High', 'BZ=F').16","('Low', 'BZ=F').16","('Open', 'BZ=F').16","('Volume', 'BZ=F').16","('Adj Close', 'BZ=F').17","('Close', 'BZ=F').17","('High', 'BZ=F').17","('Low', 'BZ=F').17","('Open', 'BZ=F').17","('Volume', 'BZ=F').17","('Adj Close', 'BZ=F').18","('Close', 'BZ=F').18","('High', 'BZ=F').18","('Low', 'BZ=F').18","('Open', 'BZ=F').18","('Volume', 'BZ=F').18","('Adj Close', 'BZ=F').19","('Close', 'BZ=F').19","('High', 'BZ=F').19","('Low', 'BZ=F').19","('Open', 'BZ=F').19","('Volume', 'BZ=F').19","('Adj Close', 'BZ=F').20","('Close', 'BZ=F').20","('High', 'BZ=F').20","('Low', 'BZ=F').20","('Open', 'BZ=F').20","('Volume', 'BZ=F').20","('Adj Close', 'BZ=F').21","('Close', 'BZ=F').21","('High', 'BZ=F').21","('Low', 'BZ=F').21","('Open', 'BZ=F').21","('Volume', 'BZ=F').21","('Adj Close', 'BZ=F').22","('Close', 'BZ=F').22","('High', 'BZ=F').22","('Low', 'BZ=F').22","('Open', 'BZ=F').22","('Volume', 'BZ=F').22","('Adj Close', 'BZ=F').23","('Close', 'BZ=F').23","('High', 'BZ=F').23","('Low', 'BZ=F').23","('Open', 'BZ=F').23","('Volume', 'BZ=F').23","('Adj Close', 'BZ=F').24","('Close', 'BZ=F').24","('High', 'BZ=F').24","('Low', 'BZ=F').24","('Open', 'BZ=F').24","('Volume', 'BZ=F').24","('Adj Close', 'BZ=F').25","('Close', 'BZ=F').25","('High', 'BZ=F').25","('Low', 'BZ=F').25","('Open', 'BZ=F').25","('Volume', 'BZ=F').25","('Adj Close', 'BZ=F')","('Close', 'BZ=F')","('High', 'BZ=F')","('Low', 'BZ=F')","('Open', 'BZ=F')","('Volume', 'BZ=F')"
2023-07-03,75.12999725341797,76.58000183105469,74.58000183105469,74.6500015258789,74.6500015258789,24066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,74.94000244140625,76.94000244140625,74.77999877929688,76.6500015258789,76.6500015258789,35538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06,76.54000091552734,77.08000183105469,75.01000213623047,76.5199966430664,76.5199966430664,29695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,76.4800033569336,78.52999877929688,76.0199966430664,78.47000122070312,78.47000122070312,26656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-10,78.48999786376953,78.77999877929688,77.33999633789062,77.69000244140625,77.69000244140625,21082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-11,77.86000061035156,79.5,77.63999938964844,79.4000015258789,79.4000015258789,22736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-12,79.27999877929688,80.56999969482422,79.22000122070312,80.11000061035156,80.11000061035156,25367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13,80.1500015258789,81.75,79.87000274658203,81.36000061035156,81.36000061035156,28794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14,81.61000061035156,81.69000244140625,79.56999969482422,79.87000274658203,79.87000274658203,23286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-17,79.44999694824219,80.62000274658203,78.26000213623047,78.5,78.5,29152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-18,78.52999877929688,80.01000213623047,78.19999694824219,79.62999725341797,79.62999725341797,30304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
