Date,Open,High,Low,Close,Adj Close,Volume,"('Adj Close', 'CDR.WA')","('Close', 'CDR.WA')","('High', 'CDR.WA')","('Low', 'CDR.WA')","('Open', 'CDR.WA')","('Volume', 'CDR.WA')","('Adj Close', 'CDR.WA').1","('Close', 'CDR.WA').1","('High', 'CDR.WA').1","('Low', 'CDR.WA').1","('Open', 'CDR.WA').1","('Volume', 'CDR.WA').1","('Adj Close', 'CDR.WA').2","('Close', 'CDR.WA').2","('High', 'CDR.WA').2","('Low', 'CDR.WA').2","('Open', 'CDR.WA').2","('Volume', 'CDR.WA').2","('Adj Close', 'CDR.WA').3","('Close', 'CDR.WA').3","('High', 'CDR.WA').3","('Low', 'CDR.WA').3","('Open', 'CDR.WA').3","('Volume', 'CDR.WA').3","('Adj Close', 'CDR.WA').4","('Close', 'CDR.WA').4","('High', 'CDR.WA').4","('Low', 'CDR.WA').4","('Open', 'CDR.WA').4","('Volume', 'CDR.WA').4","('Adj Close', 'CDR.WA').5","('Close', 'CDR.WA').5","('High', 'CDR.WA').5","('Low', 'CDR.WA').5","('Open', 'CDR.WA').5","('Volume', 'CDR.WA').5","('Adj Close', 'CDR.WA').6","('Close', 'CDR.WA').6","('High', 'CDR.WA').6","('Low', 'CDR.WA').6","('Open', 'CDR.WA').6","('Volume', 'CDR.WA').6","('Adj Close', 'CDR.WA').7","('Close', 'CDR.WA').7","('High', 'CDR.WA').7","('Low', 'CDR.WA').7","('Open', 'CDR.WA').7","('Volume', 'CDR.WA').7","('Adj Close', 'CDR.WA').8","('Close', 'CDR.WA').8","('High', 'CDR.WA').8","('Low', 'CDR.WA').8","('Open', 'CDR.WA').8","('Volume', 'CDR.WA').8","('Adj Close', 'CDR.WA').9","('Close', 'CDR.WA').9","('High', 'CDR.WA').9","('Low', 'CDR.WA').9","('Open', 'CDR.WA').9","('Volume', 'CDR.WA').9","('Adj Close', 'CDR.WA').10","('Close', 'CDR.WA').10","('High', 'CDR.WA').10","('Low', 'CDR.WA').10","('Open', 'CDR.WA').10","('Volume', 'CDR.WA').10","('Adj Close', 'CDR.WA').11","('Close', 'CDR.WA').11","('High', 'CDR.WA').11","('Low', 'CDR.WA').11","('Open', 'CDR.WA').11","('Volume', 'CDR.WA').11","('Adj Close', 'CDR.WA').12","('Close', 'CDR.WA').12","('High', 'CDR.WA').12","('Low', 'CDR.WA').12","('Open', 'CDR.WA').12","('Volume', 'CDR.WA').12","('Adj Close', 'CDR.WA').13","('Close', 'CDR.WA').13","('High', 'CDR.WA').13","('Low', 'CDR.WA').13","('Open', 'CDR.WA').13","('Volume', 'CDR.WA').13","('Adj Close', 'CDR.WA').14","('Close', 'CDR.WA').14","('High', 'CDR.WA').14","('Low', 'CDR.WA').14","('Open', 'CDR.WA').14","('Volume', 'CDR.WA').14","('Adj Close', 'CDR.WA').15","('Close', 'CDR.WA').15","('High', 'CDR.WA').15","('Low', 'CDR.WA').15","('Open', 'CDR.WA').15","('Volume', 'CDR.WA').15","('Adj Close', 'CDR.WA').16","('Close', 'CDR.WA').16","('High', 'CDR.WA').16","('Low', 'CDR.WA').16","('Open', 'CDR.WA').16","('Volume', 'CDR.WA').16","('Adj Close', 'CDR.WA').17","('Close', 'CDR.WA').17","('High', 'CDR.WA').17","('Low', 'CDR.WA').17","('Open', 'CDR.WA').17","('Volume', 'CDR.WA').17","('Adj Close', 'CDR.WA').18","('Close', 'CDR.WA').18","('High', 'CDR.WA').18","('Low', 'CDR.WA').18","('Open', 'CDR.WA').18","('Volume', 'CDR.WA').18","('Adj Close', 'CDR.WA').19","('Close', 'CDR.WA').19","('High', 'CDR.WA').19","('Low', 'CDR.WA').19","('Open', 'CDR.WA').19","('Volume', 'CDR.WA').19","('Adj Close', 'CDR.WA').20","('Close', 'CDR.WA').20","('High', 'CDR.WA').20","('Low', 'CDR.WA').20","('Open', 'CDR.WA').20","('Volume', 'CDR.WA').20","('Adj Close', 'CDR.WA').21","('Close', 'CDR.WA').21","('High', 'CDR.WA').21","('Low', 'CDR.WA').21","('Open', 'CDR.WA').21","('Volume', 'CDR.WA').21","('Adj Close', 'CDR.WA').22","('Close', 'CDR.WA').22","('High', 'CDR.WA').22","('Low', 'CDR.WA').22","('Open', 'CDR.WA').22","('Volume', 'CDR.WA').22","('Adj Close', 'CDR.WA').23","('Close', 'CDR.WA').23","('High', 'CDR.WA').23","('Low', 'CDR.WA').23","('Open', 'CDR.WA').23","('Volume', 'CDR.WA').23","('Adj Close', 'CDR.WA').24","('Close', 'CDR.WA').24","('High', 'CDR.WA').24","('Low', 'CDR.WA').24","('Open', 'CDR.WA').24","('Volume', 'CDR.WA').24","('Adj Close', 'CDR.WA').25","('Close', 'CDR.WA').25","('High', 'CDR.WA').25","('Low', 'CDR.WA').25","('Open', 'CDR.WA').25","('Volume', 'CDR.WA').25","('Adj Close', 'CDR.WA').26","('Close', 'CDR.WA').26","('High', 'CDR.WA').26","('Low', 'CDR.WA').26","('Open', 'CDR.WA').26","('Volume', 'CDR.WA').26","('Adj Close', 'CDR.WA').27","('Close', 'CDR.WA').27","('High', 'CDR.WA').27","('Low', 'CDR.WA').27","('Open', 'CDR.WA').27","('Volume', 'CDR.WA').27","('Adj Close', 'CDR.WA').28","('Close', 'CDR.WA').28","('High', 'CDR.WA').28","('Low', 'CDR.WA').28","('Open', 'CDR.WA').28","('Volume', 'CDR.WA').28","('Adj Close', 'CDR.WA').29","('Close', 'CDR.WA').29","('High', 'CDR.WA').29","('Low', 'CDR.WA').29","('Open', 'CDR.WA').29","('Volume', 'CDR.WA').29","('Adj Close', 'CDR.WA').30","('Close', 'CDR.WA').30","('High', 'CDR.WA').30","('Low', 'CDR.WA').30","('Open', 'CDR.WA').30","('Volume', 'CDR.WA').30","('Adj Close', 'CDR.WA').31","('Close', 'CDR.WA').31","('High', 'CDR.WA').31","('Low', 'CDR.WA').31","('Open', 'CDR.WA').31","('Volume', 'CDR.WA').31","('Adj Close', 'CDR.WA').32","('Close', 'CDR.WA').32","('High', 'CDR.WA').32","('Low', 'CDR.WA').32","('Open', 'CDR.WA').32","('Volume', 'CDR.WA').32","('Adj Close', 'CDR.WA').33","('Close', 'CDR.WA').33","('High', 'CDR.WA').33","('Low', 'CDR.WA').33","('Open', 'CDR.WA').33","('Volume', 'CDR.WA').33","('Adj Close', 'CDR.WA').34","('Close', 'CDR.WA').34","('High', 'CDR.WA').34","('Low', 'CDR.WA').34","('Open', 'CDR.WA').34","('Volume', 'CDR.WA').34","('Adj Close', 'CDR.WA').35","('Close', 'CDR.WA').35","('High', 'CDR.WA').35","('Low', 'CDR.WA').35","('Open', 'CDR.WA').35","('Volume', 'CDR.WA').35","('Adj Close', 'CDR.WA').36","('Close', 'CDR.WA').36","('High', 'CDR.WA').36","('Low', 'CDR.WA').36","('Open', 'CDR.WA').36","('Volume', 'CDR.WA').36","('Adj Close', 'CDR.WA').37","('Close', 'CDR.WA').37","('High', 'CDR.WA').37","('Low', 'CDR.WA').37","('Open', 'CDR.WA').37","('Volume', 'CDR.WA').37","('Close', 'CDR.WA').38","('High', 'CDR.WA').38","('Low', 'CDR.WA').38","('Open', 'CDR.WA').38","('Volume', 'CDR.WA').38","('Close', 'CDR.WA').39","('High', 'CDR.WA').39","('Low', 'CDR.WA').39","('Open', 'CDR.WA').39","('Volume', 'CDR.WA').39","('Close', 'CDR.WA').40","('High', 'CDR.WA').40","('Low', 'CDR.WA').40","('Open', 'CDR.WA').40","('Volume', 'CDR.WA').40","('Close', 'CDR.WA').41","('High', 'CDR.WA').41","('Low', 'CDR.WA').41","('Open', 'CDR.WA').41","('Volume', 'CDR.WA').41","('Close', 'CDR.WA')","('High', 'CDR.WA')","('Low', 'CDR.WA')","('Open', 'CDR.WA')","('Volume', 'CDR.WA')"
2023-07-03,155.0,157.39999389648438,154.14999389648438,155.0,153.87843322753906,270689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,155.0,155.3000030517578,151.6999969482422,151.6999969482422,150.60231018066406,205865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,151.4499969482422,151.4499969482422,140.75,143.35000610351562,142.312744140625,493622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06,143.0,144.8000030517578,140.64999389648438,144.8000030517578,143.7522430419922,280648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,144.85000610351562,145.75,143.10000610351562,145.0,143.95079040527344,194668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-10,144.1999969482422,145.5,141.8000030517578,145.5,144.44717407226562,133594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-11,145.9499969482422,147.14999389648438,143.75,144.5500030517578,143.50405883789062,127768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-12,144.5,151.6999969482422,144.5,150.5,149.41099548339844,302756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13,152.5500030517578,158.14999389648438,151.14999389648438,154.0500030517578,152.93531799316406,386534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14,154.0,156.1999969482422,151.60000610351562,154.1999969482422,153.084228515625,179123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-17,153.8000030517578,160.60000610351562,152.1999969482422,159.5,158.3458709716797,283203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-18,159.60000610351562,159.6999969482422,156.5,159.4499969482422,158.29623413085938,159922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-19,159.8000030517578,161.0,156.5500030517578,160.0,158.84225463867188,232119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
