Date,Open,High,Low,Close,Adj Close,Volume,"('Adj Close', 'PKN.WA')","('Close', 'PKN.WA')","('High', 'PKN.WA')","('Low', 'PKN.WA')","('Open', 'PKN.WA')","('Volume', 'PKN.WA')","('Adj Close', 'PKN.WA').1","('Close', 'PKN.WA').1","('High', 'PKN.WA').1","('Low', 'PKN.WA').1","('Open', 'PKN.WA').1","('Volume', 'PKN.WA').1","('Adj Close', 'PKN.WA').2","('Close', 'PKN.WA').2","('High', 'PKN.WA').2","('Low', 'PKN.WA').2","('Open', 'PKN.WA').2","('Volume', 'PKN.WA').2","('Adj Close', 'PKN.WA').3","('Close', 'PKN.WA').3","('High', 'PKN.WA').3","('Low', 'PKN.WA').3","('Open', 'PKN.WA').3","('Volume', 'PKN.WA').3","('Adj Close', 'PKN.WA').4","('Close', 'PKN.WA').4","('High', 'PKN.WA').4","('Low', 'PKN.WA').4","('Open', 'PKN.WA').4","('Volume', 'PKN.WA').4","('Adj Close', 'PKN.WA').5","('Close', 'PKN.WA').5","('High', 'PKN.WA').5","('Low', 'PKN.WA').5","('Open', 'PKN.WA').5","('Volume', 'PKN.WA').5","('Adj Close', 'PKN.WA').6","('Close', 'PKN.WA').6","('High', 'PKN.WA').6","('Low', 'PKN.WA').6","('Open', 'PKN.WA').6","('Volume', 'PKN.WA').6","('Adj Close', 'PKN.WA').7","('Close', 'PKN.WA').7","('High', 'PKN.WA').7","('Low', 'PKN.WA').7","('Open', 'PKN.WA').7","('Volume', 'PKN.WA').7","('Adj Close', 'PKN.WA').8","('Close', 'PKN.WA').8","('High', 'PKN.WA').8","('Low', 'PKN.WA').8","('Open', 'PKN.WA').8","('Volume', 'PKN.WA').8","('Adj Close', 'PKN.WA').9","('Close', 'PKN.WA').9","('High', 'PKN.WA').9","('Low', 'PKN.WA').9","('Open', 'PKN.WA').9","('Volume', 'PKN.WA').9","('Adj Close', 'PKN.WA').10","('Close', 'PKN.WA').10","('High', 'PKN.WA').10","('Low', 'PKN.WA').10","('Open', 'PKN.WA').10","('Volume', 'PKN.WA').10","('Adj Close', 'PKN.WA').11","('Close', 'PKN.WA').11","('High', 'PKN.WA').11","('Low', 'PKN.WA').11","('Open', 'PKN.WA').11","('Volume', 'PKN.WA').11","('Adj Close', 'PKN.WA').12","('Close', 'PKN.WA').12","('High', 'PKN.WA').12","('Low', 'PKN.WA').12","('Open', 'PKN.WA').12","('Volume', 'PKN.WA').12","('Adj Close', 'PKN.WA').13","('Close', 'PKN.WA').13","('High', 'PKN.WA').13","('Low', 'PKN.WA').13","('Open', 'PKN.WA').13","('Volume', 'PKN.WA').13","('Adj Close', 'PKN.WA').14","('Close', 'PKN.WA').14","('High', 'PKN.WA').14","('Low', 'PKN.WA').14","('Open', 'PKN.WA').14","('Volume', 'PKN.WA').14","('Adj Close', 'PKN.WA').15","('Close', 'PKN.WA').15","('High', 'PKN.WA').15","('Low', 'PKN.WA').15","('Open', 'PKN.WA').15","('Volume', 'PKN.WA').15","('Adj Close', 'PKN.WA').16","('Close', 'PKN.WA').16","('High', 'PKN.WA').16","('Low', 'PKN.WA').16","('Open', 'PKN.WA').16","('Volume', 'PKN.WA').16","('Adj Close', 'PKN.WA').17","('Close', 'PKN.WA').17","('High', 'PKN.WA').17","('Low', 'PKN.WA').17","('Open', 'PKN.WA').17","('Volume', 'PKN.WA').17","('Adj Close', 'PKN.WA').18","('Close', 'PKN.WA').18","('High', 'PKN.WA').18","('Low', 'PKN.WA').18","('Open', 'PKN.WA').18","('Volume', 'PKN.WA').18","('Adj Close', 'PKN.WA').19","('Close', 'PKN.WA').19","('High', 'PKN.WA').19","('Low', 'PKN.WA').19","('Open', 'PKN.WA').19","('Volume', 'PKN.WA').19","('Adj Close', 'PKN.WA').20","('Close', 'PKN.WA').20","('High', 'PKN.WA').20","('Low', 'PKN.WA').20","('Open', 'PKN.WA').20","('Volume', 'PKN.WA').20","('Adj Close', 'PKN.WA').21","('Close', 'PKN.WA').21","('High', 'PKN.WA').21","('Low', 'PKN.WA').21","('Open', 'PKN.WA').21","('Volume', 'PKN.WA').21","('Adj Close', 'PKN.WA').22","('Close', 'PKN.WA').22","('High', 'PKN.WA').22","('Low', 'PKN.WA').22","('Open', 'PKN.WA').22","('Volume', 'PKN.WA').22","('Adj Close', 'PKN.WA').23","('Close', 'PKN.WA').23","('High', 'PKN.WA').23","('Low', 'PKN.WA').23","('Open', 'PKN.WA').23","('Volume', 'PKN.WA').23","('Adj Close', 'PKN.WA').24","('Close', 'PKN.WA').24","('High', 'PKN.WA').24","('Low', 'PKN.WA').24","('Open', 'PKN.WA').24","('Volume', 'PKN.WA').24","('Adj Close', 'PKN.WA').25","('Close', 'PKN.WA').25","('High', 'PKN.WA').25","('Low', 'PKN.WA').25","('Open', 'PKN.WA').25","('Volume', 'PKN.WA').25","('Adj Close', 'PKN.WA').26","('Close', 'PKN.WA').26","('High', 'PKN.WA').26","('Low', 'PKN.WA').26","('Open', 'PKN.WA').26","('Volume', 'PKN.WA').26","('Adj Close', 'PKN.WA').27","('Close', 'PKN.WA').27","('High', 'PKN.WA').27","('Low', 'PKN.WA').27","('Open', 'PKN.WA').27","('Volume', 'PKN.WA').27","('Adj Close', 'PKN.WA').28","('Close', 'PKN.WA').28","('High', 'PKN.WA').28","('Low', 'PKN.WA').28","('Open', 'PKN.WA').28","('Volume', 'PKN.WA').28","('Adj Close', 'PKN.WA').29","('Close', 'PKN.WA').29","('High', 'PKN.WA').29","('Low', 'PKN.WA').29","('Open', 'PKN.WA').29","('Volume', 'PKN.WA').29","('Adj Close', 'PKN.WA').30","('Close', 'PKN.WA').30","('High', 'PKN.WA').30","('Low', 'PKN.WA').30","('Open', 'PKN.WA').30","('Volume', 'PKN.WA').30","('Adj Close', 'PKN.WA').31","('Close', 'PKN.WA').31","('High', 'PKN.WA').31","('Low', 'PKN.WA').31","('Open', 'PKN.WA').31","('Volume', 'PKN.WA').31","('Adj Close', 'PKN.WA').32","('Close', 'PKN.WA').32","('High', 'PKN.WA').32","('Low', 'PKN.WA').32","('Open', 'PKN.WA').32","('Volume', 'PKN.WA').32","('Adj Close', 'PKN.WA').33","('Close', 'PKN.WA').33","('High', 'PKN.WA').33","('Low', 'PKN.WA').33","('Open', 'PKN.WA').33","('Volume', 'PKN.WA').33","('Adj Close', 'PKN.WA').34","('Close', 'PKN.WA').34","('High', 'PKN.WA').34","('Low', 'PKN.WA').34","('Open', 'PKN.WA').34","('Volume', 'PKN.WA').34","('Adj Close', 'PKN.WA').35","('Close', 'PKN.WA').35","('High', 'PKN.WA').35","('Low', 'PKN.WA').35","('Open', 'PKN.WA').35","('Volume', 'PKN.WA').35","('Adj Close', 'PKN.WA').36","('Close', 'PKN.WA').36","('High', 'PKN.WA').36","('Low', 'PKN.WA').36","('Open', 'PKN.WA').36","('Volume', 'PKN.WA').36","('Adj Close', 'PKN.WA').37","('Close', 'PKN.WA').37","('High', 'PKN.WA').37","('Low', 'PKN.WA').37","('Open', 'PKN.WA').37","('Volume', 'PKN.WA').37","('Close', 'PKN.WA').38","('High', 'PKN.WA').38","('Low', 'PKN.WA').38","('Open', 'PKN.WA').38","('Volume', 'PKN.WA').38","('Close', 'PKN.WA').39","('High', 'PKN.WA').39","('Low', 'PKN.WA').39","('Open', 'PKN.WA').39","('Volume', 'PKN.WA').39","('Close', 'PKN.WA').40","('High', 'PKN.WA').40","('Low', 'PKN.WA').40","('Open', 'PKN.WA').40","('Volume', 'PKN.WA').40","('Close', 'PKN.WA').41","('High', 'PKN.WA').41","('Low', 'PKN.WA').41","('Open', 'PKN.WA').41","('Volume', 'PKN.WA').41","('Close', 'PKN.WA').42","('High', 'PKN.WA').42","('Low', 'PKN.WA').42","('Open', 'PKN.WA').42","('Volume', 'PKN.WA').42","('Close', 'PKN.WA').43","('High', 'PKN.WA').43","('Low', 'PKN.WA').43","('Open', 'PKN.WA').43","('Volume', 'PKN.WA').43","('Close', 'PKN.WA').44","('High', 'PKN.WA').44","('Low', 'PKN.WA').44","('Open', 'PKN.WA').44","('Volume', 'PKN.WA').44","('Close', 'PKN.WA').45","('High', 'PKN.WA').45","('Low', 'PKN.WA').45","('Open', 'PKN.WA').45","('Volume', 'PKN.WA').45","('Close', 'PKN.WA').46","('High', 'PKN.WA').46","('Low', 'PKN.WA').46","('Open', 'PKN.WA').46","('Volume', 'PKN.WA').46","('Close', 'PKN.WA').47","('High', 'PKN.WA').47","('Low', 'PKN.WA').47","('Open', 'PKN.WA').47","('Volume', 'PKN.WA').47","('Close', 'PKN.WA').48","('High', 'PKN.WA').48","('Low', 'PKN.WA').48","('Open', 'PKN.WA').48","('Volume', 'PKN.WA').48","('Close', 'PKN.WA').49","('High', 'PKN.WA').49","('Low', 'PKN.WA').49","('Open', 'PKN.WA').49","('Volume', 'PKN.WA').49","('Close', 'PKN.WA')","('High', 'PKN.WA')","('Low', 'PKN.WA')","('Open', 'PKN.WA')","('Volume', 'PKN.WA')"
2023-07-03,64.5,65.69000244140625,64.5,65.08999633789062,55.85382461547852,1660970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,65.26000213623047,65.69999694824219,64.80999755859375,64.97000122070312,55.750858306884766,954874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-05,64.97000122070312,65.4000015258789,63.66999816894531,63.66999816894531,54.63532257080078,1723685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06,63.5,64.04000091552734,62.86000061035156,63.380001068115234,54.386474609375,1715417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,63.540000915527344,64.91000366210938,63.540000915527344,64.80000305175781,55.60498046875,2145109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-10,64.8499984741211,65.51000213623047,64.63999938964844,65.51000213623047,56.2142333984375,1063803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-11,65.95999908447266,66.26000213623047,65.36000061035156,66.22000122070312,56.823486328125,1529823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-12,66.22000122070312,67.55000305175781,66.01000213623047,67.19999694824219,57.66442108154297,2111625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13,67.29000091552734,67.95999908447266,66.91000366210938,67.13999938964844,57.612937927246094,1561834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14,67.13999938964844,67.54000091552734,66.56999969482422,66.73999786376953,57.26969146728516,1624489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-17,66.55000305175781,67.70999908447266,66.4000015258789,66.8499984741211,57.36408615112305,1324049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-18,67.0,67.80999755859375,66.94000244140625,67.80999755859375,58.18786239624024,1518724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-19,68.0,71.5,67.83000183105469,70.44000244140625,60.44467544555664,3889750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
