Date,Open,High,Low,Close,Adj Close,Volume
2023-07-03,237.0,238.39999389648438,235.41000366210938,237.97000122070312,235.66799926757812,3087400
2023-07-05,234.41000366210938,240.0,233.99000549316406,239.4499969482422,237.13369750976562,7601200
2023-07-06,238.27000427246094,239.60000610351562,236.69000244140625,238.8800048828125,236.5692138671875,6441800
2023-07-07,236.72999572753906,238.44000244140625,236.1300048828125,236.4499969482422,234.16270446777344,5729200
2023-07-10,237.00999450683594,239.10000610351562,236.5,238.16000366210938,235.8561553955078,4858900
2023-07-11,238.80999755859375,240.6999969482422,238.1199951171875,240.5500030517578,238.22303771972656,3857100
2023-07-12,241.5500030517578,243.9499969482422,241.22999572753906,242.2100067138672,239.86700439453125,6116000
2023-07-13,243.7899932861328,244.27000427246094,243.14999389648438,243.30999755859375,240.95632934570312,5819600
2023-07-14,244.72999572753906,244.74000549316406,241.9600067138672,243.16000366210938,240.8077850341797,4940600
2023-07-17,243.11000061035156,245.3699951171875,243.0,243.99000549316406,241.6297607421875,4328100
2023-07-18,243.10000610351562,243.17999267578125,237.67999267578125,240.77000427246094,238.44094848632812,7674700
2023-07-19,241.25,242.58999633789062,240.1199951171875,241.4199981689453,239.08462524414062,4835500
2023-07-20,241.16000366210938,241.61000061035156,239.07000732421875,239.6199951171875,237.30203247070312,4695000
2023-07-21,239.74000549316406,240.35000610351562,238.72999572753906,239.25,236.9356231689453,5426800
2023-07-24,239.67999267578125,241.27999877929688,238.19000244140625,240.74000549316406,238.41119384765625,6010000
2023-07-25,240.02000427246094,240.8000030517578,238.55999755859375,238.69000244140625,236.38104248046875,4997500
2023-07-26,231.4199981689453,238.85000610351562,227.67999267578125,237.10000610351562,234.80642700195312,7551400
2023-07-27,237.4199981689453,238.66000366210938,232.9600067138672,234.44000244140625,232.1721649169922,8160100
2023-07-28,234.5800018310547,235.8800048828125,233.7100067138672,235.75,233.469482421875,6794800
2023-07-31,236.0,238.4199981689453,236.0,237.72999572753906,235.43031311035156,4799600
2023-08-01,237.13999938964844,240.72999572753906,237.0,239.77999877929688,237.46047973632812,4627300
2023-08-02,238.6300048828125,238.7899932861328,236.7899932861328,237.55999755859375,235.26197814941406,4868200
2023-08-03,236.0,239.0500030517578,235.25,238.75999450683594,236.45034790039062,5033800
2023-08-04,238.0,241.91000366210938,237.83999633789062,238.99000549316406,236.67813110351562,5167700
2023-08-07,239.22000122070312,242.17999267578125,239.2100067138672,241.50999450683594,239.1737518310547,5649800
2023-08-08,240.4199981689453,241.36000061035156,237.38999938964844,239.2899932861328,236.97523498535156,5080600
2023-08-09,240.5,241.97000122070312,239.49000549316406,239.75999450683594,237.44070434570312,4055000
2023-08-10,240.6199951171875,243.9499969482422,240.08999633789062,240.16000366210938,238.28407287597656,4778000
2023-08-11,240.0,240.72000122070312,238.4199981689453,240.0399932861328,238.16497802734375,3606800
2023-08-14,240.72000122070312,243.3300018310547,240.25999450683594,242.89999389648438,241.00265502929688,4351100
2023-08-15,242.00999450683594,242.6699981689453,239.35000610351562,239.8300018310547,237.95664978027344,3770100
2023-08-16,236.52999877929688,241.07000732421875,236.02000427246094,239.2899932861328,237.4208526611328,3218600
2023-08-17,240.0,240.3800048828125,236.49000549316406,237.3699951171875,235.51583862304688,4177600
2023-08-18,235.5800018310547,239.0500030517578,235.3000030517578,238.1699981689453,236.30960083007812,4344800
2023-08-21,239.3800048828125,240.52999877929688,237.75999450683594,239.4600067138672,237.5895233154297,3573600
2023-08-22,240.0,241.42999267578125,238.6699981689453,240.57000732421875,238.69085693359375,3848700
2023-08-23,241.32000732421875,242.5399932861328,240.72000122070312,242.3000030517578,240.40733337402344,4947700
2023-08-24,242.25,243.55999755859375,239.36000061035156,239.47000122070312,237.5994415283203,4570700
